_id,target
66810d8e6bf2b41c880a7bc6c8a1e295,0.134799981762016
ccac3879652b08cb8b44c1920fd93afa,0.019059204215417413
fcccab4d7a76f70647f015f2c84c2af8,0.016033912257444872
ed8399278c30678dab739045fa12b440,0.04695081845954202
1d4d62ac5cabcb48bac7112813f290cb,0.013257571803916506
aba2dec4c5cab88824f36babd24b986f,0.20232374165555678
06f318f1dd178e738f675bb88a5adb84,0.014702819252688572
d5036f5956e42ee6207296238fc4bc1d,1.4068358973222015e-07
fe0cc8933698ad4046ff2b82f65756eb,0.014859852853621775
70190122f4ebf196535e11b33eb95b81,0.008529224258904209
8c2e044ac444afd4d0dea67eba0079c4,0.19676190301103283
0d7db1117ed3606d7bbbb65d584b5c2f,0.29265080785011216
aa3d1e4ba96323b5449a23cb54badc50,0.3264436511522491
d312d9b1ffdab785a806490ca0450f7b,0.13730850099174835
56da3f911d7cc5e8f47f2703b74bdc45,0.03832827212233838
19afb1a10078e901994a1e1e2c058652,0.01152633931357691
9ac0fc025e2f551a7d5214a606a77434,0.008292634277958176
4bc819b6f4ebbedca0fe354ba5dc7ba3,0.013794893996128575
1c02af75529cdaee5f8822a5251f5c63,0.009925563346579016
9d0424c7a80ebde8cc8b5520721592f2,0.4760390736839517
cf005d4bc86312d5f1032e08ef342e05,0.7092164166551135
6abe7bc6263ac81d7f6764c6b0489703,0.032579845024856786
b56ee107fc7abbabfa317f9209cbc5fd,0.03168188216191043
2fd2f7790cd8d0c638d55f41b1f323a2,0.01075422662197832
bd3b2a1af1abd0d48af835aa69848232,0.008293205182044563
d50372645903431bd7ceb57bbf1cea06,0.16947386932185768
8a11f5487e2e8a6e91d0ab1b6003b55e,0.0003032165156019793
ab96e787fdf0827bbebcf95b1243d041,0.008823125178912974
233d244d79e364f517c846cb3ab1932a,0.033824575856109124
45971d4e3a47775bb5a7260bb5ea3c36,0.0036071655499387116
5ccb10967f79fb08ace2d99ac6e0f3f1,0.139969574163232
79dada7dfeb73ecb13b585716a422ccf,0.21895750990212673
3566dc034b1552ff7a1026ea1ab6baab,0.8958927893479482
895bf949198fb300efb4361ccd8231e6,0.27507353775588855
9e9bd8ab48ba5d9b7c53d6dd37d840ef,0.18132455813161263
5595e4faeb748e040ae99b98bcd60af9,0.006983691166727827
9c366222ca168600b6db86cfdda4cc90,0.04335436217621065
a79760db64a402bcc8e817800fe36ec1,0.012204131682864707
e3ad251da8e9d9405cce8312577cf855,0.026941715330473993
7c4da7b8abe1e7c113a59ed81d30d9fd,0.01482227468617517
c78385401b8d4aafc615e0f5dae1b165,0.004641283546251233
0f7837f2007516c4d60b341d4a4385a2,0.03075667372016013
be7d4bfb2a7dce1d959ca800974beec7,0.7731803476848466
2199d3381c925a326f5e84d81a3821a6,0.007006734547178522
fd6b3135204cd9f921f8d4fef7ed926f,0.34175412961864304
4c1f53490ba4a74f8d5f19da61a72541,0.12162900798675719
39a70c21ccaf86001a9f63236b92fda0,0.03544608155572817
f291ca841a04889d5eeef0a82f6e9af5,0.027706953693847312
109c7cdf766b45626ee333fc419d0e29,3.2482302478611245e-08
f2a7e010cf96014e5fbcea5030aacb2d,0.0043157004895950195
8748231d6e955fdb991846ea7266b1f6,0.5191615742188329
74160f70d55985465a6e3142fac2a6f4,0.45767118754851205
f2f1d5a683617b2bdb6cb0b1eae67135,0.021000650768454213
319787f387c4fff24fba48f5145c70f6,0.439844700515604
71e78ba4882ea90647b0d480165fa93d,0.18336577658120898
7cb55aabcd9cc97853b316b5a78c1157,0.05019571293507065
125cfd843805b5195f9d6bab20f6c60d,0.07072817213844894
7b79565657a886ce1111ff4f0d55356f,0.01342853612869441
8d41c15f9018f790b4f9f4401245010a,0.9083322505359284
8901071b74abf8bc7e6821d9aad6c189,0.025090054149728327
8941ef21c66e1787f2fdb20031c9a875,0.20273190216425913
e687e33d43d2b14b42160cfdcf050c1d,0.018680930452277204
927e2fe3ab21798d06610cea9ac47a3f,0.021492293614542177
8f0e4509d1fc44c2d0f246f8042f0e82,0.02497821294481804
aeca5711e8f5d1f000ecb7571553d277,0.5952734700583625
e8a06b22835be750ff991aacb1d4a705,0.018991074203258705
b7ba90462da8c4ee93d45780a7c07f38,0.5552339773426196
489fa37b171b4983640b9ecebc2f243e,0.00735170424003979
279591f4fc0b26ca4aba27721990c699,0.13026974156640225
e528bcdf2097e7bd22af3ebb82e00129,0.6060512947295928
79db58d81b6bffe403a5adafa9c5a3fa,0.01836101778560375
c8c2d3826f22d3ea1d438fa6bfd0d3fc,0.26831165803267937
41cea25bf286830d1c09cdaf8a5d374d,0.07347594547728993
fdd410318c48324908ee71ff7cbd746c,0.024310421889444208
41214fb3c1c0e64e1893d590b73ecf32,0.007473884522734999
103699d777d0304adfe836ca4b609bc8,0.02549548264221658
45e2dc4ff5beb908e757bf3c2c216611,0.2595281022273964
674a4677f98c868bf34d5349e498010b,0.009389993240331459
e9fcd7cf8ef6adce747cb0457cc0195a,0.10664503205844576
54bf8bbedb6f2ba8cd70f97a69858e48,0.047020523431242765
eaa32c70feaf28dadbc8f34ef9b8bbd2,0.2004620633278052
016cdcd869d87e70cb9920a619cb86dd,0.010048173772478502
b9707c21cf54b6736cd75a08a922f19e,0.0455522054447288
9e80cff8367fcc686a0b60b0a12504a4,0.02907684376359101
f7275e160ccf7a6b4b3bd2c4ab05c6ca,0.02191405830117756
f2de34089ed3c2d2ddc3b2f26c4260ce,0.1372431125568652
421dbc76ad31fe7a7668251793224758,0.03241579096334129
cb84d596d8991e8c8f48051c1c3e6d59,0.11311704467313699
6754d31aa446cefd7d5e7c15f13586b0,0.050416332361380656
6d279bcbb439bd417fb02d750db7de08,0.008547270873972626
c45ec9e2493563e5bba0499260cf0f7c,0.00037182109810220994
db447f582f4f69de0f1059134442fce9,0.6868277271168617
4487c23453c6b7c4a0808784d860f1d3,0.02415674223950923
fca24a0e59915001b971721b76177012,0.01618615616701417
2842d28ce8c356cb291bfc38fcd9a48e,0.11184427629886098
5991b1d4e7569883393a43a021d3dcf8,0.008460513386591418
01c9cdd6e0f0829b9c5e628997fc7faf,0.12276034716324094
819b99db8bb1f7dc253ce4449fcd06d0,0.044252394405210914
004955e30603d8c06c1ff917736eb418,1.894406392398412e-05
b88db2b9014326195a415796beacbaa7,0.015135988893265099
a09327b95e3d5bedd60a4031bd1abdff,0.14564711325674165
5a4855b9a4afb491d3fefaa020a7d146,0.47808648850107416
18357e067dfcb007f3b16b4a55ae4fe2,0.1137074240068149
3d13a8bc3d49f9b418ab88d3a7d3e35d,0.025336994032889644
d55813d0860b75c01d8e66431529cb4c,0.02771770580670813
ce145419bf752bf610eebff30392d0f9,0.030250305604453808
cf40a1de3f93b4a025409b5efa5aa210,0.292134222351792
84341911f905ca8d650821695f4cc1e0,0.01580545868482331
1b611914257d71f0db2bcb5a738210ac,0.044180323735058626
3d13be41af88ebd28915075a364c6d2f,0.05874007892598595
12eac23e7fa399d7bbe7d7d8a31f2e93,0.018806449794782184
74e425bd6aa3536ba59dedd0feaa7297,0.010014680684146151
13a26a0a68508e3f464400b26647a5ba,1.3360408209665368e-05
eaf6ce7ac118db9478b45c8fd8aac1e0,0.049010395368418926
b6e11653aa7833f49db22ddcb053c51d,0.008517930925634241
245e13d2d6a29abccebd21cc415f9324,0.010002082568586642
c4f30de85d94d65331ebdaa066be7be4,0.08798911597223187
d7a57ec091fec244fa2ac5b6edbc3952,0.030311001569032093
10fba33e77c369a47db11a3626c16177,0.0018921773809120212
c4fccf9d97aee52d49787acc38981d31,0.10802765695357228
ac281d2059eb78b72539a9694dc7bed6,0.009676793078135312
6051eb6d72d48d6a04353a1074b5c2bd,0.00940187710835686
7b72d2e22559d9292a0b3884cbf676d1,0.007066039546816016
36281edb274a35502d54c0e28ef96b10,0.020790333262988448
345fdd78e28b1cfcedda59791bfd8c9b,0.00598257518725164
28eef46353fb5a064abe763501347d1f,0.01325227158830374
c91adcdb09752ac15292d8d7384f79ba,0.2296043604832889
cf4739f893805771dc8197ff742c0a39,0.1196622722226158
0395814ae8c27241eacda94c69cc598c,0.11946804146888683
423ff3917ce9d1dfe7a513e59c3e8f16,0.006459176134564723
6b184d0328cf791ea27c35a57df5e6e2,0.100864439427937
07700663f6282acb766d107bf9582f12,0.06898130558611323
4ad4f1df78c6adcc998becba47aba8e3,0.0108936533829756
e270b8105730dcdab1c81986c73283ad,0.007457987104635449
8af7951343813241d09edd3dcc2377aa,0.00700999962773681
7ef941297a995b0a40dc6d4d95d9b0b6,0.012183562146225844
5e48de08f7d3d5a05316a700e2349567,0.15226174588590263
f4d2d51870a6ef85312be8e77e1fc265,0.6992502224268702
393627a7266eaf96d4240fa64c76df12,0.1227737100232773
f9f7df5d70f610254530cd2f7c9121eb,0.11550611043524932
34b36cdad5abbd31900ba936bd5ab9a2,1.3080571518983218e-06
9471e3503d832e469eaa82a43c3e234f,0.005650830299365643
a3f07671642038caece41ff2a52d8673,0.005706769167816007
402aa658b30c94ff4db5c88563e2b7cb,0.021420124744080886
3277aff14deef2292263c2ba73acf3f5,0.018218686742376696
3ef84a335c64fcb41cac38ae21bfcdd0,0.012096578898864098
